Padrão,Frase
DIRETO,"CRISE É DEBATIDA!"",Jovem Pan Esportes,""eles não jogavam a muito tempo,ele que foi burro e comprou e deu um salário gigante a eles 🦖pagar um salário de craque pra quem n é não faz ele se tornar um não 🦖"",Esporte,https://www.youtube.com/watch?v=PQkX5kDC-TA"
DIRETO,O Pedrinho foi burro e leigo.
DIRETO,"Para acabar com a discussão sobre ideologia de gênero,Abraham Weintraub,""Ele é burro ou se faz."
DIRETO,"Para acabar com a discussão sobre ideologia de gênero,Abraham Weintraub,""Essa jornalistazinha é idiota, idiotizada, raivosa, comunista complicada."
DIRETO,"Para acabar com a discussão sobre ideologia de gênero,Abraham Weintraub,Que idiota esse ex ministro."
DIRETO,"Para acabar com a discussão sobre ideologia de gênero,Abraham Weintraub,Esses abestado n estudaram nada e acham q podem provocar nós outros aimpressao d q todo mundo é idiota assim como eles,Sexualidade,https://www.youtube.com/watch?v=LUSXzAVXCe4"
DIRETO,"Para acabar com a discussão sobre ideologia de gênero,Abraham Weintraub,""Tem que estudar um pouco, você é muito BURRO, quer falar de biologia e não sabe do que está falando."
DIRETO,Satânistas 😈🦌😈 é ser burro 2 vezes 😃👍
DIRETO,"O RESTO  IDIOTA IGUARZIM SEUS SEGUIDORES .,Sexualidade,https://www.youtube.com/watch?v=LUSXzAVXCe4"
DIRETO,"Para acabar com a discussão sobre ideologia de gênero,Abraham Weintraub,Essa mulher é uma idiota,Sexualidade,https://www.youtube.com/watch?v=LUSXzAVXCe4"
DIRETO,"Para acabar com a discussão sobre ideologia de gênero,Abraham Weintraub,""O cara é um idiota, pra dizer o mínimo."
DIRETO,"Para acabar com a discussão sobre ideologia de gênero,Abraham Weintraub,""Essa mulher é uma idiota ou está má intencionada, não é possível."
DIRETO,"L é idiota,os projetos de lei dela são só idiotices"",Política,https://www.youtube.com/watch?v=CiozqckUJdk"
DIRETO,"Kkkkkkk brasileiro é muito burro mesmo certeza que tu faz parte dos invisíveis 69 milhões de votos do 9 dedos"",Política,https://www.youtube.com/watch?v=CiozqckUJdk"
CARACTERIZACAO,"ELEIÇÕES,AchismosTV,Tabata parece uma retardada."
DIRETO,"ELEIÇÕES,AchismosTV,""​​​ @nataliearaujo3095 o cometário do cara ali de cima foi burro, mas é fato: quem tá acima da média é quase sempre homens."
DIRETO,"ELEIÇÕES,AchismosTV,""Vc é burro, eu sou mulher e não esqueço dele falando que somos burras por termos o crânio menor, dizer q a tabata tinha q ir parir i ves de se candidata..."
DIRETO,"394,Debate Raiz,""Chega a der fofinho ver o Menegheti falar que é imparcial, cara ,só aceita que tu não é, tu já chegou na idade de querer torcer e ser um torcedor e está tudo bem, fica mais bonito fala que você é parcial ,só assuma cara , é tão fácil provar que o Meneghueti é parcial que quando é contra o Inter o pênalti é sempre “duvidoso e discutível” mas quando é a favor é claro , Menegheti, o problema do inteligente é achar que todo mundo é burro , você acha que ninguém vai perceber isso"",Política,https://www.youtube.com/watch?v=8dulTD63c6o"
DIRETO,"Baldasso não seja burro mesmo que seja falta no alan patrick ele fwz falta pra cartão na sequência 😅,Política,https://www.youtube.com/watch?v=8dulTD63c6o"
CHAMAR_TRATAR,"394,Debate Raiz,""é lamentável baldasso e meneghetti dizerem que não foi pênalti, sou colorado mas isso aí é chamar de burro quem tá assistindo o jogo, bagé já fez isso muitas vezes também, lance claro falar que não foi."
DIRETO,E eu que sou burro.
DIRETO,Tu é tão retardado que existe uma parceria entre Inter e Flamengo.
DIRETO,Ele foi muito trouxa com o Bagé.
DIRETO,",tem q ser muito burro pra comparar esse lance com um jogo de corpo"",Política,https://www.youtube.com/watch?v=8dulTD63c6o"
DIRETO,"Debate completo entre Mariana Mortágua e André Ventura,Bloco de Esquerda,""O Ventura é um demente, mas a Mortágua parece que o quer alcançar"",Política,https://www.youtube.com/watch?v=yuv_r-bQe_g"
DIRETO,"Debate completo entre Mariana Mortágua e André Ventura,Bloco de Esquerda,Concordo que o Ventura é um idiota e não percebe nada de economia."
DIRETO,"Além da Bíblia #2,Fatos Desconhecidos,"" @joaoexempleimortal  crianças,pensa que eu sou burro e não sei quem tu é!"
DIRETO,"E A AULA DE EDUCAÇÃO SEXUAL - SOCIEDADE DA VIRTUDE,Sociedade da Virtude,""O Gêmeo é muito Idiota só se transforma em cpisa filosófica inútil, mas quem liga não é mesmo?"",Sexualidade,https://www.youtube.com/watch?v=z2KvWbuEvpY"
DIRETO,"IDENTIDADES DE GÊNERO,Canal do Ramsés,Tudo retardado do mermo jeito kkk,Sexualidade,https://www.youtube.com/watch?v=3lNg4jUaj5E"
DIRETO,"#shorts,turboTakes,Vocês são burro né ela pegou outra bola depois e a outra bola estava com imã a primeira não estava,Esporte,https://www.youtube.com/watch?v=ug12fZgKP7s"
DIRETO,"shorts,turboTakes,​ @ketchup.. vc é burro?"
DIRETO,"Todos os Cargos Políticos em 10 Minutos,Novos Clássicos,Talvez você só seja burro."
DIRETO,O povo brasileiro é burro!
DIRETO,"a religião que acredita em todas as religiões ✨ · sabiam que existia isso?,Marina Guaragna,""@rainbow3817  vdd, ainda bem que temos você como nosso baluarte intelectual, nosso colosso de sabedoria para dizer-nos quem é burro e quem não é..."",Religião,https://www.youtube.com/watch?v=PG2Q2VW_Y2o"
CHAMAR_TRATAR,"Você disse que minha opinião é errada e nem especificou qual, eu digo que hoje as pessoas tratam tudo como woke e você mesmo admite que existe uma guerra cultural em cima disso tudo sim, mas mesmo assim me chama de burro sendo que VOCÊ mesmo concorda com minha afirmação kra KKKKKKKKKKKKKKKKKK"",Sexualidade,https://www.youtube.com/watch?v=DoqWHyGQF5Y"
DIRETO,"Além disso, para o avanço do progressismo, é sine qua non a desconstrução dos valores que fundamentam a sociedade ocidental, e as melhores formas de fazer isso é a desconstrução de papéis, como os papéis de gênero, por exemplo, além da questão da hierarquia, já que nos filmes que aderem a essa ideologia, o mestre é sempre um idiota (o professor Guilherme Freire fala bem disso em um podcast nesse mesmo canal)."
DIRETO,"QUANDO ESTIVER NO TÉDIO #shorts,Bunny Brasil,Quem é o idiota que fez esse vídeo eu já joguei zuba é uma porcaria nunca joga essa bosta até minecraft é melhor que zuba,Jogos,https://www.youtube.com/watch?v=3d81QP9BYHQ"
DIRETO,Vc é burro?
DIRETO,Pensam que a gente é trouxa!!!
DIRETO,"#shorts,Haz,Quem é o burro de tentar comer uma bola eu em,Esporte,https://www.youtube.com/watch?v=ghAuHy7_XzE"
DIRETO,"#shorts,Haz,Também você é burro para caramba como que alguém vai fazer isso,Esporte,https://www.youtube.com/watch?v=ghAuHy7_XzE"
DIRETO,"#shorts,Haz,O que que vai ser o burro de comer uma bola de futebol😂😂😂😂😂😂😂😂😂😂,Esporte,https://www.youtube.com/watch?v=ghAuHy7_XzE"
DIRETO,"LOUCA NEM RETARDADA,Esporte,https://www.youtube.com/watch?v="
DIRETO,"#shorts,Haz,Mas quem  vai ser o burro que vai comer uma bola😂😂😂😂😂😂😂😂😂😂🤔,Esporte,https://www.youtube.com/watch?v=ghAuHy7_XzE"
DIRETO,"#shorts,Haz,Quem comer é burro né"
DIRETO,"#shorts,Haz,Mano mais quem q vai se burro o suficiente pra começar uma bola,Esporte,https://www.youtube.com/watch?v=ghAuHy7_XzE"
DIRETO,QUEM É Ó BURRO QUE IA PENSAR QUE COMER
DIRETO,"#shorts,Haz,Quem é o demente que vai comer uma bola de futebol kkkkkkk😂😂😂😂,Esporte,https://www.youtube.com/watch?v=ghAuHy7_XzE"
DIRETO,"#shorts,Haz,Mano ninguem seria burro de comer uma bola obvio,Esporte,https://www.youtube.com/watch?v="
DIRETO,"#shorts,Haz,Quem é burro de comer uma bola😊"
DIRETO,Nem todo mundo é  burro pra cair nessa sua conversa aí  não.
VERBO_TERMO,Parece idiota?
DIRETO,"E NARRATIVA"",Tempero Drag,Já eu sou muito burro vejo duas vezes e não entendo nada,Sexualidade,https://www.youtube.com/watch?v=SyRhrAlZwZU"
DIRETO,",Locomotiva,""Tu é burro ou ignorante?como assim shemue nunca ouviram falar,tu so pode ser macebo"",Jogos,https://www.youtube.com/watch?v=bxEPelTTe88"
DIRETO,"Rafael Procopio,""Pra mim o povo é mto burro mesmo, eternos clts"",Política,https://www.youtube.com/watch?v=JE7bxTMKUJQ"
DIRETO,"Rafael Procopio,ladrão é burro porque a verdade nela tem uma palavra chamada honestidade a honestidade é aquilo que aconteceu no ambiente Independente se me agrada ou se me desagrada mas a honestidade ela vai aparecer ela não tem lado o lado da verdade ela mesmo a verdade,Política,https://www.youtube.com/watch?v=JE7bxTMKUJQ"
DIRETO,"Rafael Procopio,""Os cara são muito burro, desse jeito se eu comprar 10 produtos com 10% de desconto e achar que eu vou ter 100%."
DIRETO,"Rafael Procopio,""Esse pessoal é idiota, vão contestar de todas as formas possíveis."
DIRETO,"Rafael Procopio,Todo petista é burro."
DIRETO,"Rafael Procopio,""Quando eu vi esses vídeos eu quase chorei de alegria por ver que eu não sou burro em matemática como penso, a pessoa faz média aritmética das regiões sendo que só o nordeste tem mais eleitores do que sul e centro oeste JUNTOS"",Política,https://www.youtube.com/watch?v=JE7bxTMKUJQ"
DIRETO,"Para de ser burro cara, existe urnas de 2009,2011, 2013, 2015 2019 e 2020, as únicas auditas foram as de 2020, vai ser mal carácter no inferno"",Política,https://www.youtube.com/watch?v=JE7bxTMKUJQ"
DIRETO,"Rafael Procopio,​ @carlos6681  o povo não é burro como imaginava."
DIRETO,"Rafael Procopio, @paulocesarsilva2882  ai ai vc é burro ?"
DIRETO,"Acho que n ouve fraude mesmo, o povo brasileiro que é burro."
DIRETO,"A PLAYSTORE ESTÁ ESCONDENDO DE VOCÊ #shorts,Bunny Brasil,Vc que é trouxa,Jogos,https://www.youtube.com/watch?v=jQmCMMcOQNs"
CHAMAR_TRATAR,"A PLAYSTORE ESTÁ ESCONDENDO DE VOCÊ #shorts,Bunny Brasil,Cara para de ser burra porque você não sabe como abaixa esse jogo aí não só porque tu sabe e tu fica chamando de trouxa trouxa é tu,Jogos,https://www.youtube.com/watch?v=jQmCMMcOQNs"
DIRETO,"A PLAYSTORE ESTÁ ESCONDENDO DE VOCÊ #shorts,Bunny Brasil,Eu e o meu pai não é trouxa,Jogos,https://www.youtube.com/watch?v=jQmCMMcOQNs"
DIRETO,"A PLAYSTORE ESTÁ ESCONDENDO DE VOCÊ #shorts,Bunny Brasil,Eu ñ sou trouxa"
DIRETO,"Ninguém aqui é trouxa amigokkk pois FIFA é online e off-line ao mesmo tempo sem contar que da oara fazer várias outras coisas nele que nesse jogo não da🤫,Jogos,https://www.youtube.com/watch?v=jQmCMMcOQNs"
DIRETO,"#oqueavidameroubou #granny,Storm,Misericórdia esse menino é burro😂,Jogos,https://www.youtube.com/watch?v=CEayP8wl24g"
DIRETO,"#shorts,ESPN Brasil,Esse cara é um idiota...."
CHAMAR_TRATAR,"#shorts,ESPN Brasil,Logo vão chamar de trouxa,Esporte,https://www.youtube.com/watch?v=puMxjOOJHFI"
DIRETO,"| SÃO PAULO X CORTINTHIANS | #shorts | ge.globo,ge,Esse Fagner além de ser  um jumento é burro tem que ser banido do futebol urgentemente!,Esporte,https://www.youtube.com/watch?v=ZSEHDLIRR1U"
DIRETO,"| SÃO PAULO X CORTINTHIANS | #shorts | ge.globo,ge,""Jogador covarde,é um idiota e irresponsável"",Esporte,https://www.youtube.com/watch?v=ZSEHDLIRR1U"
DIRETO,O fagner foi muito burro!
DIRETO,"| SÃO PAULO X CORTINTHIANS | #shorts | ge.globo,ge,Fagner é muito burro o calleri já tinha perdido a jogada pqp"
DIRETO,"| SÃO PAULO X CORTINTHIANS | #shorts | ge.globo,ge,Mais é burro esse cara 🤦🏻‍♂️,Esporte,https://www.youtube.com/watch?v=ZSEHDLIRR1U"
DIRETO,"| SÃO PAULO X CORTINTHIANS | #shorts | ge.globo,ge,Este fagner é um covarde e além de tudo é burro 😂,Esporte,https://www.youtube.com/watch?v=ZSEHDLIRR1U"
DIRETO,"William Bonner dá bronca no debate presidencial,Brasil de Fato,Esse Bonner é um idiota."
DIRETO,Vc é muito burro.
DIRETO,Acha que a população é trouxa.
DIRETO,"William Bonner dá bronca no debate presidencial,Brasil de Fato,Existe um nome para incompetência e Bolsonaro fora idiota fora bolsominio,Política,https://www.youtube.com/watch?v=pFKJB7WPA5g"
DIRETO,"William Bonner dá bronca no debate presidencial,Brasil de Fato,""Vc é burro ?"
CARACTERIZACAO,"Especialista em Religião: a VERDADE sobre Deus e a Humanidade - Daniel Gontijo | EP 52,Cauê Santos,""Na questao dos ateus serem menos felizes que os religiosos é porque, o crente fica feliz de ser um idiota que levanta cedo para trabalhar, pega transporte lotado de madrugada , ganha um salário de miséria e fica feliz em dar parte do salário ,para ver o pastor ter uma vida confortável e de luxo."
DIRETO,"Especialista em Religião: a VERDADE sobre Deus e a Humanidade - Daniel Gontijo | EP 52,Cauê Santos,""O homem de hore virou um rato em uma caixa, ele está tão tão burro que não consegue explicar como foi feito as pirâmides e fica querendo mostrar que sabe tudo a respeito Deus."
DIRETO,"Bolsominion é acéfalo...,Política,https://www.youtube.com/watch?v=NnyZ9NEO_VU"
DIRETO,Se a maioria do eleitores forem idiota como vc.
DIRETO,"Governo Lula ainda não entendeu o tamanho do escândalo do INSS"""" | Estadão Analisa"",Estadão,""Tem gente, que finge de cego e surdo,mas na verdade é burro símbolo do PT."",Política,https://www.youtube.com/watch?v=z8UcFypdwTc"
VERBO_TERMO,"Você APOIA educação s3xual nas ESCOLAS?,Cortes do Flow [OFICIAL],""Incrivel a capacidade do ser humano de ser burro, tu é um otimo exemplar."
DIRETO,"Você APOIA educação s3xual nas ESCOLAS?,Cortes do Flow [OFICIAL],"" @voadoracobra5111 você é tão burro que chega a ser bizarro."
DIRETO,"Vc é burro por acaso?"",Sexualidade,https://www.youtube.com/watch?v=HgbEh0QCwho"
DIRETO,"- Raffa Moreira - Presidencial,PineappleStormTV,""Crlh mas tu é burro hein."
DIRETO,vc é burro.
DIRETO,",Plano Piloto,""Colocar esquerda em controle estatal é algo tao burro, esse tipo de gráfico sempte é inteiramente errado"",Política,https://www.youtube.com/watch?v=1xecpRUv8kw"
DIRETO,O povo é burro e fica sempre chupando o ovo do Lula e o Bolsonaro.
DIRETO,"Uma coisa: quem é meio é burro,Política,https://www.youtube.com/watch?v=1xecpRUv8kw"
DIRETO,"Se você quer a abolição do estado você não é de direita nem de esquerda, você é só burro mesmo já que não é surpresa pra ninguém"
DIRETO,"Enéas foi burro pra caralho nessa frase,Política,https://www.youtube.com/watch?v=1xecpRUv8kw"
DIRETO,O povo Não é idiota.
CARACTERIZACAO,"AS PUNIÇÕES da RELIGIÃO ISLÂMICA,Flow Podcast,Aqui eu nao  acho que so político ia ficar deficiente mais a maioria dos brasileiros"
DIRETO,"Abel é burro, porque inteligente mesmo, são os palpiteiros jogadoresde Football Manager mimadinhos que ficam  pedindo a cabeca do tecnico!"
DIRETO,"Abel é burro, porque inteligente mesmo, são os palpiteiros jogadoresde Football Manager mimadinhos que ficam  pedindo a cabeca do tecnico!"
DIRETO,"Abel é burro, porque inteligente mesmo, são os palpiteiros jogadoresde Football Manager mimadinhos que ficam  pedindo a cabeca do tecnico!"
DIRETO,"Deus de ser burro,Política,https://www.youtube.com/watch?v=b9hgHQHvogQ"
DIRETO,"Natsuki Subaru  Eu não utilizei achismo nenhum e sim fatos, você além de não ser uma mulher, o que te impede de passar pelas coisas que mulheres passam, é burro, e acha que o mundo gira ao redor do seu umbigo, a sua experiência não dita a mesma experiência de outras 8 bilhões de pessoas no mundo, todo mundo tem um experiência diferente."
DIRETO,"O Universo do Batman,"" @DavidRoPin2704  ele não é burro, ele não vai desacreditar que ele existe justamente por já ver coisa mais incrível e os próprios amigos dele terem contato"",Religião,https://www.youtube.com/watch?v=rY34sINMR9c"
VERBO_TERMO,"vc é um idiota mesmo realmente sendo um penâlti roubado, vcs tbm foram ajudados no jogo do novorizontino é vcs nem falam nada, mas quando é roubados ficam chorando e reclamando pelo amor de Deus ve se cresce​ @LeonilsonJoseRoberto "",Jogos,https://www.youtube.com/watch?v=mnQgjyYZwcQ"
VERBO_TERMO,"vc é um idiota mesmo realmente sendo um penâlti roubado, vcs tbm foram ajudados no jogo do novorizontino é vcs nem falam nada, mas quando é roubados ficam chorando e reclamando pelo amor de Deus ve se cresce​ @LeonilsonJoseRoberto "",Jogos,https://www.youtube.com/watch?v=mnQgjyYZwcQ"
VERBO_TERMO,"vc é um idiota mesmo realmente sendo um penâlti roubado, vcs tbm foram ajudados no jogo do novorizontino é vcs nem falam nada, mas quando é roubados ficam chorando e reclamando pelo amor de Deus ve se cresce​ @LeonilsonJoseRoberto "",Esporte,https://www.youtube.com/watch?v=mnQgjyYZwcQ"
DIRETO,"ELE NÃO É  IDIOTA PRA SER AMIGO DESSE  BANDIDO!!!!!"",Política,https://www.youtube.com/watch?v=g53DHbdbUtI"
DIRETO,"O GRANDE DEBATE - 24/04/2025,CNN Brasil,Hoje o Zé foi mais demente do que nunca Cruz credo,Política,https://www.youtube.com/watch?v=_ylHYCiRebs"
DIRETO,"O GRANDE DEBATE - 24/04/2025,CNN Brasil,Que ódio vc é demente.....cuidado com que vc fala ..liberdade de expressão não é liberdade para falar o que quiser ..criminoso sua fala,Política,https://www.youtube.com/watch?v=_ylHYCiRebs"
DIRETO,"Eu quero muito ser um servo de Deus, mas sabe, eu sou muito burro, parece que eu nasci com um defeito muito grande."
DIRETO,"Mas sabe, eu sou burro irmão, eu tenho dificuldade em aprender a orar e coisas básicas pra uma vida com Deus e como cristão."
DIRETO,"A Resposta de Cada Religião!,Chave do Ser,O mano você é idiota ou o quê exatamente poderia me explicar...?"
VERBO_TERMO,"A verdade e segredos sobre diversas religiões!,Fatos Desconhecidos,​ JkkksknLoCaicom ler esse livro pra ficar mais burro,Religião,https://www.youtube.com/watch?v=zUXlaAgP__k"
DIRETO,"VitorFF-qh3ou  isso foi meio idiota, mas isso praticamente todos fazem."
DIRETO,"Ele foi muito burro foi tentar cavar uma falta e cavou um expuso,Esporte,https://www.youtube.com/watch?v=CNKpjWWXhDI"
DIRETO,"Games eduuu fez o melhor unboxing do PS5 Pro #ps5 #playstation,Gameplayrj,Paga é quem é trouxa,Jogos,https://www.youtube.com/watch?v=Tn18k7DN8YY"
DIRETO,Vc é burro e limitado demais pra entender isso.
DIRETO,"LÍDER é ELOGIADO!"",Jovem Pan Esportes,Antigamente aqui no brasil diziam que portugues era burro."
DIRETO,"trump #biden,Plano Piloto,"" @gordao_br  não seu burro, Donald trump vai ser presidente pela terceira vez, o que não pode é mais de duas vezes seguidas, depois de duas vezes seguidas você tem quê ficar um tempo sem se eleger a presidente"",Política,https://www.youtube.com/watch?v=ZR2V58wE3Yk"
DIRETO,"trump #biden,Plano Piloto,É burro em,Política,https://www.youtube.com/watch?v=ZR2V58wE3Yk"
DIRETO,"trump #biden,Plano Piloto,""AQUI NO BRASIL, você tem que ser BURRO e CORRUPTO para virar presidente"",Política,https://www.youtube.com/watch?v=ZR2V58wE3Yk"
DIRETO,"Caio Teixeira,""meu amigos pensam que eu sou retardado kkkkkkkkk por fico jogando basquete imaginário por ai quando estou com eles, ms minha mecânica de arremesso melhorou bastante"",Esporte,https://www.youtube.com/watch?v=hirFGrwdoqU"
DIRETO,"Andada ou Jogada Limpa? 🏀,Basquete pra vida,​ @lashitz tu é burro o só ce faz tá contando errado e ainda tá tentando discutir com o cara,Esporte,https://www.youtube.com/watch?v=jYb_YN0XdfQ"
DIRETO,"Pan Esportes,""Joga muito mas é muito burro no campo,e não escuta treinador,Neymar acabou só joga no Santo mais em time nenhum kkkkk"",Esporte,https://www.youtube.com/watch?v=rdEq7p0axAM"
DIRETO,"É SINCERO após VOLTA!"",Jovem Pan Esportes, @kymadesousa9812  quem dá audiência pra vigarista neikay é trouxa,Esporte,https://www.youtube.com/watch?v=rdEq7p0axAM"
DIRETO,tem que ser MUITO BURRO PARA ENTRAR NESSES SOFISMAS
DIRETO,"Por que políticos que gastam mais são eleitos?,Bruno Perini - Você MAIS Rico,Ou vc é burro ou mal intencionado."
DIRETO,"Por que políticos que gastam mais são eleitos?,Bruno Perini - Você MAIS Rico,""Eu votaria no segundo cara porque a ideia do primeiro é a mais idiota que eu já vi e infelizmente parece estar em prática no Brasil, na verdade, os governos atuais parecem reduzir educação e saúde e aumentar impostos, mas enfim."
DIRETO,"Renata Fan e turma do Jogo Aberto criticam uniforme,Jogo Aberto, @AvelarSilva-m2z  vc é burro ou se faz mesmo?,Jogos,https://www.youtube.com/watch?v=V_oe7H8PZYw"
DIRETO,"Renata Fan e turma do Jogo Aberto criticam uniforme,Jogo Aberto,""Vc é um burro,nem deveria estar aqui comentando​ @cledsonfranciscorodrigues7557 "",Jogos,https://www.youtube.com/watch?v=V_oe7H8PZYw"
DIRETO,"#moraes #musk #alexandredemoraes #jornalismo,Jornal da Gazeta,o povo não é mais burro,Política,https://www.youtube.com/watch?v=V9B98YVu8p8"
DIRETO,VOCE É BURRO
DIRETO,"17,CARVIDEO BR,""ñ é perfeito, os cara q é burro d+"",Política,https://www.youtube.com/watch?v=JuVUyoC0l1s"
DIRETO,Uma coisa que vc não esconde é ser burro ...
VERBO_TERMO,"#voleibol,Peron - Personal,Dá uma raiva quando fica duas trouxa olhando,Esporte,https://www.youtube.com/watch?v=ipZcgtC7LVk"
DIRETO,"Esse Mauro é um idiota as cores da bandeira nao tem vermelho,Esporte,https://www.youtube.com/watch?v=1BN5MdgTfr8"
DIRETO,"#futebol #shorts,Victorando fut,kkkk vai ser burro assim na pqp bicho mds a jordan é uma marca e nao homenagem pro michael jordan,Esporte,https://www.youtube.com/watch?v=1BN5MdgTfr8"
DIRETO,"Para Jogar Na Escola Part 7 #shorts,Bunny Brasil,Mano vc acha que eu sou burro colocando essas imagens,Jogos,https://www.youtube.com/watch?v=BOw5-JsQxQs"
DIRETO,"Jogadores humilhando seus companheiros 😔,Futebol com Histórias,O pogba é um burro o golhero livre e tá querendo toca pru marcado,Esporte,https://www.youtube.com/watch?v=ZCoInALvyyE"
DIRETO,"Jogadores humilhando seus companheiros 😔,Futebol com Histórias,""Poxa os caras são muito burro,idiota e chato"",Esporte,https://www.youtube.com/watch?v=ZCoInALvyyE"
DIRETO,O povo é muito burro!
VERBO_TERMO,"#china #religião #biblia #cristianismo #pregação,André Sobre Fé,Vc nasceu assim mesmo ou foi ficando burro com o tempo?,Religião,https://www.youtube.com/watch?v=Ii0KVdAr7ik"
DIRETO,"😂,Santos Futebol Clube,""​ @MiguelRocha-ye6uz  povao é muito idiota, tenho pena do brasileiro, pensamento bosta, achar que o neymar não faz isso por dinheiro só pq tem muito dinheiro."
DIRETO,"| FLAMENGO X ATLÉTICO-MG | #shorts | ge.globo,ge,Você é um burro,Esporte,https://www.youtube.com/watch?v=8BDCaOQnpH4"
DIRETO,"396,Debate Raiz,""Como esse Bagé é idiota, tirando sarro e dizendo para ficarem tranquilos que o Quinteiros e familia foram no mesmo voo que os repórteres dele para a Argentina."
DIRETO,"396,Debate Raiz,Tu é burro ou se faz?,Política,https://www.youtube.com/watch?v=jiqb2E5Oim0"
DIRETO,QUE BURRO!
DIRETO,"Os melhores jogos de TERROR pra jogar com amigos 👻,Orube Game Studio,EU GOSTEI DO SUPER MONGOLOIDE QUEST KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,Jogos,https://www.youtube.com/watch?v=SBRX9HSxziE"
DIRETO,"Eleições 2022!,Deslegendário,Mds o cara votou no lula vey kkkk o Brasil tá cada vez mais burro,Política,https://www.youtube.com/watch?v=TBZzMPJVxyo"
DIRETO,por mim q se dane se o povo é burro deixa ser burro ué.
DIRETO,"Fala isso agora prós ambulante e pra quem faz bicos pra sustentar a família tinha que ser Lule pra ser tão burro,Política,https://www.youtube.com/watch?v=ewCMX27eypc"
DIRETO,"A BOLA DE FUTEBOL NA CASA DO VIZINHO!,Davi Bastos,E melhor se burro do que se pior que o Davi para jogar bola nos x1 não consegue fazer um gol rapaziada,Esporte,https://www.youtube.com/watch?v=gd7cZEJwjOY"
DIRETO,"Para Adolescentes,Feliz7Play,Eu fasso o mesmo eu sou menino de 15 anos e fico me afastando das meninas daí muita gente fala que eu sou burro 😒 por não ficar com elas ."
DIRETO,O brasileiro não é burro!
DIRETO,"Supremo Tribunal Federal prende Fernando Collor e domina agenda política | WW,CNN Brasil,"" @Fatos803 mané começou anos  90 tu é muito burro cara    ,  kkk burro de dar dó kkk"",Política,https://www.youtube.com/watch?v=TJJ2mH4Aj2U"
DIRETO,"Pesquisa Atlas simula 2° turno para as eleições de 2026 | CNN 360°,CNN Brasil,""​​ @MariaAngeladosSantosSantos-i1l pior, porque o minto é burro sem limites e fez um estrago danado."
DIRETO,",COMO JOGADOR É BURRO..."
DIRETO,"Protesto contra aulas obrigatórias de educação sexual nas escolas belgas,Euronews em Português,​ @judasstrogonoff7461 só é contra educação sexual quem é burro ou pedófilo,Sexualidade,https://www.youtube.com/watch?v=5aEHp7Qvha4"
DIRETO,"Índice CNN: 53% desaprovam o governo Lula; aprovação é de 42% | CNN ELEIÇÕES,CNN Brasil,O povo não é trouxa,Política,https://www.youtube.com/watch?v=Ldqbt2vNvIM"
DIRETO,"Índice CNN: 53% desaprovam o governo Lula; aprovação é de 42% | CNN ELEIÇÕES,CNN Brasil,""Só sendo muito idiota, prá apoiar esse governo bêbado corrupto ,envolvido em escândalos e roubalheira."
DIRETO,"O povo não é mais idiota,Política,https://www.youtube.com/watch?v=zBKIzapUgpQ"
DIRETO,"Ô glauber, ou tu é muito burro, ou tu é miuto desinformado."
DIRETO,"REGRAS BIZARRAS DO FUTEBOL KK,Michael bnk,Gol olímpico vai ser inválido se o goleiro tocar na bola pro próprio gol?,Esporte,https://www.youtube.com/watch?v=RULcQU9UB_E"
DIRETO,"FRAUDE em jogo do Flamengo | BATE-PRONTO,Jovem Pan Esportes,Esse Bruno Henrique é muito burro mesmo!!"
DIRETO,"😂😂😂😂 Paquetá tbm foi muito burro 🫏.😂,Esporte,https://www.youtube.com/watch?v=bSTCBb3tGbk"
DIRETO,Não seja idiota cara.
DIRETO,"RG Animal': governo lança cadastro para cães e gatos nesta quinta (17) | SBT Brasil (17/04/25),SBT News,O povo é idiota todos desfilando com os animais achando que o Lula está fazendo grande coisas"
DIRETO,"ESPECTRO CINZA,""Eu concordo com você, Oque eu não concordo é eu ser obrigado a fornecer educação pelo estado,  eu não gosto desse discurso """"você é burro demais pra educar seus filhos, o papai estado vai fazer isso"""" ele é a porta de entrada para coisas piores, como o inss que é literalmente um esquema de pirâmide """""
DIRETO,"Você é burro de mais pra cuidar do seu PRÓPRIO DINEIRO deixe que o papai estado faça isso por você"""" ."
VERBO_TERMO,"E quem vive no cabresto fica cego e se torna um acéfalo e NUNCA vai enxergar o que está na sua frente, por isso que a massa de manobra DESCARTÁVEL vermelha, sempre será DESCARTÁVEL, e quem sempre viveu e desfrutou do capitalismo, da DEMOCRACIA e da LIBERDADE, e apoia organizações criminosas, grupos terroristas, ditadores, banho de sangue, prisões políticas, censura, invasões de propriedades, democracia relativa, socialismo ou comunismo, claramente não se importam com o futuro de sua família, seus filhos e netos, QUANTO MAIS DOS OUTROS."
CHAMAR_TRATAR,"povo desmemoriado de Alagoas,da nem pra chamar de burro um povo desse ,"
DIRETO,a população IDIOTA PÕE
DIRETO,"Brasileiro é burro mesmo,Jogos,https://www.youtube.com/watch?v=gHMECbYG8BI"
